"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","00703Bmash","00703C2mash","00703Dmash","0288E","101","1400E","1500E","284V","315-A","3549624","409-05","41V","5-1","55152","6119V5","6420B","75712","AMD","ATCC_14019","CMW7778B","DNF01149","DNF01162","FDAARGOS_568","GED7275B","GED7760B","GH015","GS_10234","GS_9838-1","GV37","HMP9231","JCP7275","JCP7276","JCP7659","JCP7672","JCP7719","JCP8017A","JCP8066","JCP8070","JCP8108","JCP8151A","JCP8151B","JCP8481A","JCP8522","KA00225","KA00735","N101","N144","N160","N165","N72","N95","NR010","NR038","NR039","PSS_7772B","UGent_06.41","UGent_09.07","UGent_09.48","UGent_18.01","UGent_21.28","UGent_25.49","UMB0032B","UMB0061","UMB0143","UMB0202","UMB0233","UMB0264","UMB0386","UMB0558","UMB0662","UMB0682","UMB0736","UMB0742","UMB0768","UMB0769","UMB0770","UMB0775","UMB0830","UMB0833","UMB0913","UMB1489","UMB1642","UMB1686","UMB1698","W11"
"group_1066","","hypothetical protein","85","85","1","1","3397","","","","371","497","412","00703Bmash_00450","00703C2mash_00906","00703Dmash_00916","0288E_00980","101_00686","1400E_01292","1500E_01037","284V_00914","315-A_00489","3549624_00055","409-05_00807","41V_01175","5-1_00933","55152_00290","6119V5_01005","6420B_00779","75712_00777","AMD_00349","ATCC_14019_00848","CMW7778B_00265","DNF01149_00604","DNF01162_00619","FDAARGOS_568_01033","GED7275B_01119","GED7760B_00406","GH015_00210","GS_10234_00345","GS_9838-1_00534","GV37_00959","HMP9231_00696","JCP7275_00611","JCP7276_00331","JCP7659_00811","JCP7672_00531","JCP7719_00645","JCP8017A_00659","JCP8066_01044","JCP8070_00914","JCP8108_00085","JCP8151A_00171","JCP8151B_00600","JCP8481A_00867","JCP8522_00285","KA00225_01146","KA00735_00438","N101_01021","N144_00632","N160_00364","N165_00292","N72_00552","N95_00408","NR010_00269","NR038_00699","NR039_00791","PSS_7772B_00825","UGent_06.41_00600","UGent_09.07_00406","UGent_09.48_00752","UGent_18.01_00740","UGent_21.28_00731","UGent_25.49_00670","UMB0032B_00560","UMB0061_01015","UMB0143_00528","UMB0202_01016","UMB0233_01042","UMB0264_00810","UMB0386_00549","UMB0558_00754","UMB0662_00284","UMB0682_00371","UMB0736_00607","UMB0742_00398","UMB0768_00501","UMB0769_00814","UMB0770_01118","UMB0775_01059","UMB0830_00757","UMB0833_00080","UMB0913_00782","UMB1489_00765","UMB1642_00359","UMB1686_00358","UMB1698_00357","W11_00878"
"group_1077","","hypothetical protein","85","85","1","1","4215","","","","911","1271","1262","00703Bmash_00832","00703C2mash_01219","00703Dmash_00259","0288E_00104","101_00956","1400E_00655","1500E_01216","284V_01124","315-A_00020","3549624_00984","409-05_00163","41V_00212","5-1_00486","55152_01032","6119V5_00199","6420B_00519","75712_00282","AMD_01085","ATCC_14019_01335","CMW7778B_01005","DNF01149_00905","DNF01162_00195","FDAARGOS_568_00144","GED7275B_00739","GED7760B_00837","GH015_00766","GS_10234_01006","GS_9838-1_00195","GV37_00189","HMP9231_00160","JCP7275_01191","JCP7276_00782","JCP7659_01229","JCP7672_00950","JCP7719_00909","JCP8017A_01257","JCP8066_01193","JCP8070_00619","JCP8108_00137","JCP8151A_01167","JCP8151B_00904","JCP8481A_00977","JCP8522_00006","KA00225_00572","KA00735_01005","N101_00174","N144_00052","N160_00882","N165_00871","N72_01240","N95_00688","NR010_00673","NR038_01253","NR039_01375","PSS_7772B_00768","UGent_06.41_01172","UGent_09.07_01065","UGent_09.48_00165","UGent_18.01_00177","UGent_21.28_00176","UGent_25.49_00206","UMB0032B_01103","UMB0061_00738","UMB0143_01006","UMB0202_00261","UMB0233_00295","UMB0264_00177","UMB0386_01032","UMB0558_00182","UMB0662_00825","UMB0682_00836","UMB0736_01085","UMB0742_00990","UMB0768_00965","UMB0769_00185","UMB0770_00192","UMB0775_00203","UMB0830_00184","UMB0833_00627","UMB0913_00164","UMB1489_00167","UMB1642_00902","UMB1686_00928","UMB1698_00825","W11_00298"
"group_1079","","hypothetical protein","85","85","1","1","1228","","","","1292","1739","1385","00703Bmash_00874","00703C2mash_01175","00703Dmash_00309","0288E_01338","101_01007","1400E_00544","1500E_01164","284V_00188","315-A_01009","3549624_01117","409-05_00202","41V_00273","5-1_00526","55152_00535","6119V5_00148","6420B_00477","75712_01299","AMD_01040","ATCC_14019_00323","CMW7778B_00571","DNF01149_01051","DNF01162_00235","FDAARGOS_568_00461","GED7275B_00780","GED7760B_00877","GH015_01074","GS_10234_00965","GS_9838-1_00235","GV37_00229","HMP9231_01193","JCP7275_01112","JCP7276_00215","JCP7659_00587","JCP7672_00600","JCP7719_01057","JCP8017A_00813","JCP8066_00617","JCP8070_00388","JCP8108_00936","JCP8151A_00253","JCP8151B_01147","JCP8481A_00913","JCP8522_01064","KA00225_00616","KA00735_00079","N101_00217","N144_00097","N160_00835","N165_01174","N72_01202","N95_00644","NR010_00721","NR038_00018","NR039_00094","PSS_7772B_00262","UGent_06.41_01217","UGent_09.07_00668","UGent_09.48_00210","UGent_18.01_00217","UGent_21.28_00215","UGent_25.49_01193","UMB0032B_00027","UMB0061_00028","UMB0143_00029","UMB0202_00492","UMB0233_00517","UMB0264_00217","UMB0386_00028","UMB0558_00225","UMB0662_00780","UMB0682_00881","UMB0736_00029","UMB0742_00948","UMB0768_01203","UMB0769_00223","UMB0770_01284","UMB0775_00416","UMB0830_00229","UMB0833_00670","UMB0913_00209","UMB1489_00212","UMB1642_00941","UMB1686_00877","UMB1698_00787","W11_00251"
"group_1080","","hypothetical protein","85","85","1","1","1237","","","","353","944","693","00703Bmash_00879","00703C2mash_01170","00703Dmash_00315","0288E_01342","101_01013","1400E_00540","1500E_01158","284V_00192","315-A_01005","3549624_01121","409-05_00208","41V_00269","5-1_00532","55152_00540","6119V5_00142","6420B_00471","75712_01295","AMD_01034","ATCC_14019_00328","CMW7778B_00402","DNF01149_01055","DNF01162_00241","FDAARGOS_568_00465","GED7275B_00785","GED7760B_00882","GH015_01078","GS_10234_00959","GS_9838-1_00241","GV37_00235","HMP9231_01189","JCP7275_01108","JCP7276_00246","JCP7659_00592","JCP7672_00821","JCP7719_01062","JCP8017A_00808","JCP8066_00612","JCP8070_00393","JCP8108_00932","JCP8151A_00248","JCP8151B_01142","JCP8481A_00919","JCP8522_01069","KA00225_00624","KA00735_01083","N101_00222","N144_00102","N160_00829","N165_01178","N72_01196","N95_00639","NR010_00726","NR038_00022","NR039_00090","PSS_7772B_00268","UGent_06.41_01223","UGent_09.07_00672","UGent_09.48_00216","UGent_18.01_00222","UGent_21.28_00220","UGent_25.49_01189","UMB0032B_00031","UMB0061_00032","UMB0143_00033","UMB0202_00496","UMB0233_00521","UMB0264_00223","UMB0386_00032","UMB0558_00230","UMB0662_00774","UMB0682_00887","UMB0736_00033","UMB0742_00942","UMB0768_01207","UMB0769_00229","UMB0770_01288","UMB0775_00420","UMB0830_00234","UMB0833_00675","UMB0913_00215","UMB1489_00218","UMB1642_00947","UMB1686_00871","UMB1698_00781","W11_00246"
"group_1082","","hypothetical protein","85","85","1","1","1008","","","","626","701","661","00703Bmash_00923","00703C2mash_01126","00703Dmash_00357","0288E_00036","101_00156","1400E_00591","1500E_00988","284V_01187","315-A_00081","3549624_00920","409-05_00245","41V_00146","5-1_00570","55152_01097","6119V5_00102","6420B_00432","75712_00350","AMD_00995","ATCC_14019_01266","CMW7778B_00857","DNF01149_00968","DNF01162_00278","FDAARGOS_568_00083","GED7275B_00830","GED7760B_00518","GH015_00703","GS_10234_00922","GS_9838-1_00280","GV37_00274","HMP9231_00226","JCP7275_00967","JCP7276_00923","JCP7659_00413","JCP7672_00842","JCP7719_00319","JCP8017A_00411","JCP8066_00418","JCP8070_00764","JCP8108_00646","JCP8151A_00932","JCP8151B_00467","JCP8481A_01107","JCP8522_00392","KA00225_00660","KA00735_01121","N101_00267","N144_00146","N160_00788","N165_00812","N72_01159","N95_00598","NR010_00767","NR038_01176","NR039_00282","PSS_7772B_00681","UGent_06.41_00023","UGent_09.07_00021","UGent_09.48_00255","UGent_18.01_00266","UGent_21.28_00264","UGent_25.49_00269","UMB0032B_01042","UMB0061_00675","UMB0143_01070","UMB0202_00193","UMB0233_00232","UMB0264_00260","UMB0386_00968","UMB0558_00275","UMB0662_00735","UMB0682_00926","UMB0736_01022","UMB0742_00903","UMB0768_00898","UMB0769_00266","UMB0770_00255","UMB0775_00267","UMB0830_00279","UMB0833_00722","UMB0913_00254","UMB1489_00257","UMB1642_00984","UMB1686_00829","UMB1698_00744","W11_00202"
"gpmA_1","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","85","85","1","1","2492","","","","674","674","674","00703Bmash_01084","00703C2mash_00336","00703Dmash_00525","0288E_00766","101_00255","1400E_00329","1500E_00897","284V_00781","315-A_01065","3549624_00350","409-05_00361","41V_01036","5-1_00686","55152_00434","6119V5_00828","6420B_00314","75712_00541","AMD_00881","ATCC_14019_01080","CMW7778B_01211","DNF01149_01279","DNF01162_00828","FDAARGOS_568_01273","GED7275B_00056","GED7760B_00892","GH015_00006","GS_10234_00806","GS_9838-1_00397","GV37_00390","HMP9231_00425","JCP7275_00625","JCP7276_00914","JCP7659_00148","JCP7672_00941","JCP7719_00389","JCP8017A_00185","JCP8066_01129","JCP8070_00157","JCP8108_01061","JCP8151A_00089","JCP8151B_01176","JCP8481A_00528","JCP8522_00016","KA00225_00726","KA00735_00144","N101_00421","N144_00327","N160_00688","N165_01351","N72_01043","N95_00943","NR010_01073","NR038_00955","NR039_00887","PSS_7772B_01233","UGent_06.41_00137","UGent_09.07_00194","UGent_09.48_00371","UGent_18.01_00438","UGent_21.28_00432","UGent_25.49_00449","UMB0032B_00849","UMB0061_00495","UMB0143_00744","UMB0202_00027","UMB0233_00046","UMB0264_00377","UMB0386_00765","UMB0558_00454","UMB0662_00622","UMB0682_01041","UMB0736_00822","UMB0742_00791","UMB0768_00717","UMB0769_00382","UMB0770_00449","UMB0775_01203","UMB0830_00457","UMB0833_00435","UMB0913_00367","UMB1489_00370","UMB1642_01100","UMB1686_00739","UMB1698_00627","W11_00042"
"group_1098","","hypothetical protein","85","85","1","1","380","","","","1097","1220","1100","00703Bmash_01165","00703C2mash_00267","00703Dmash_00797","0288E_01278","101_00575","1400E_00896","1500E_00634","284V_00447","315-A_00696","3549624_00592","409-05_00650","41V_00030","5-1_00083","55152_00718","6119V5_00314","6420B_00657","75712_01041","AMD_00199","ATCC_14019_00586","CMW7778B_00486","DNF01149_00240","DNF01162_01113","FDAARGOS_568_00772","GED7275B_00030","GED7760B_00685","GH015_00459","GS_10234_00492","GS_9838-1_01024","GV37_00748","HMP9231_00935","JCP7275_01007","JCP7276_01108","JCP7659_00199","JCP7672_01142","JCP7719_00038","JCP8017A_00526","JCP8066_01175","JCP8070_00508","JCP8108_00488","JCP8151A_00722","JCP8151B_00075","JCP8481A_00466","JCP8522_00153","KA00225_00107","KA00735_00599","N101_00515","N144_00405","N160_00247","N165_00565","N72_00735","N95_01029","NR010_00145","NR038_00250","NR039_00908","PSS_7772B_01031","UGent_06.41_00475","UGent_09.07_00925","UGent_09.48_00630","UGent_18.01_00531","UGent_21.28_00512","UGent_25.49_00936","UMB0032B_00285","UMB0061_00285","UMB0143_00288","UMB0202_00750","UMB0233_00775","UMB0264_00646","UMB0386_00286","UMB0558_00529","UMB0662_00152","UMB0682_00496","UMB0736_00288","UMB0742_00523","UMB0768_00224","UMB0769_00670","UMB0770_00715","UMB0775_00674","UMB0830_00534","UMB0833_00313","UMB0913_00646","UMB1489_00637","UMB1642_00167","UMB1686_00476","UMB1698_01138","W11_01113"
"mraZ","","Transcriptional regulator MraZ","85","85","1","1","497","","","","758","875","794","00703Bmash_00114","00703C2mash_00549","00703Dmash_01095","0288E_00492","101_01131","1400E_00757","1500E_00464","284V_00318","315-A_00878","3549624_00778","409-05_01085","41V_00997","5-1_01148","55152_00869","6119V5_00732","6420B_00958","75712_01169","AMD_00064","ATCC_14019_00453","CMW7778B_00096","DNF01149_00112","DNF01162_00407","FDAARGOS_568_00591","GED7275B_00289","GED7760B_01058","GH015_00584","GS_10234_00128","GS_9838-1_00748","GV37_01228","HMP9231_01063","JCP7275_00844","JCP7276_01182","JCP7659_00259","JCP7672_01053","JCP7719_00844","JCP8017A_00903","JCP8066_00282","JCP8070_00318","JCP8108_00798","JCP8151A_00423","JCP8151B_00027","JCP8481A_01122","JCP8522_00653","KA00225_00994","KA00735_00222","N101_00731","N144_00963","N160_00603","N165_00704","N72_00295","N95_00120","NR010_00477","NR038_00407","NR039_01057","PSS_7772B_00553","UGent_06.41_00810","UGent_09.07_00797","UGent_09.48_00959","UGent_18.01_01023","UGent_21.28_01057","UGent_25.49_01064","UMB0032B_00157","UMB0061_00157","UMB0143_00159","UMB0202_00622","UMB0233_00647","UMB0264_01017","UMB0386_00158","UMB0558_01050","UMB0662_00495","UMB0682_00119","UMB0736_00158","UMB0742_00190","UMB0768_00096","UMB0769_01033","UMB0770_00587","UMB0775_00545","UMB0830_01056","UMB0833_01024","UMB0913_00988","UMB1489_00972","UMB1642_00572","UMB1686_00102","UMB1698_00130","W11_00675"
"rsmC","","Ribosomal RNA small subunit methyltransferase C","85","85","1","1","1696","","","","656","755","702","00703Bmash_00215","00703C2mash_00486","00703Dmash_00660","0288E_00431","101_00487","1400E_00826","1500E_00675","284V_00380","315-A_00817","3549624_00660","409-05_00556","41V_00934","5-1_00277","55152_00800","6119V5_00225","6420B_01125","75712_01109","AMD_00291","ATCC_14019_00516","CMW7778B_00554","DNF01149_00172","DNF01162_01016","FDAARGOS_568_00651","GED7275B_00228","GED7760B_01114","GH015_00527","GS_10234_00591","GS_9838-1_00926","GV37_00658","HMP9231_01003","JCP7275_00882","JCP7276_00884","JCP7659_00136","JCP7672_00761","JCP7719_00530","JCP8017A_00003","JCP8066_00739","JCP8070_01043","JCP8108_01093","JCP8151A_01138","JCP8151B_00389","JCP8481A_00644","JCP8522_00532","KA00225_00820","KA00735_00666","N101_00794","N144_00902","N160_00156","N165_00635","N72_00833","N95_00182","NR010_00035","NR038_00333","NR039_00985","PSS_7772B_00484","UGent_06.41_00376","UGent_09.07_00857","UGent_09.48_00537","UGent_18.01_00967","UGent_21.28_01000","UGent_25.49_01004","UMB0032B_00217","UMB0061_00217","UMB0143_00220","UMB0202_00682","UMB0233_00707","UMB0264_00547","UMB0386_00218","UMB0558_00987","UMB0662_00060","UMB0682_00590","UMB0736_00219","UMB0742_00616","UMB0768_00156","UMB0769_00579","UMB0770_00647","UMB0775_00606","UMB0830_00993","UMB0833_00961","UMB0913_00550","UMB1489_00540","UMB1642_00068","UMB1686_00566","UMB1698_01042","W11_00616"
"group_1131","","putative RNA pseudouridine synthase","85","85","1","1","1677","","","","914","1091","948","00703Bmash_00225","00703C2mash_00495","00703Dmash_01091","0288E_00438","101_01127","1400E_00819","1500E_00468","284V_00373","315-A_00824","3549624_00667","409-05_01089","41V_00941","5-1_01152","55152_00807","6119V5_00728","6420B_00962","75712_01116","AMD_00068","ATCC_14019_00509","CMW7778B_00147","DNF01149_00165","DNF01162_00403","FDAARGOS_568_00644","GED7275B_00238","GED7760B_01107","GH015_00534","GS_10234_00124","GS_9838-1_00752","GV37_01232","HMP9231_01010","JCP7275_00875","JCP7276_01298","JCP7659_00126","JCP7672_00754","JCP7719_00540","JCP8017A_00014","JCP8066_00732","JCP8070_01036","JCP8108_01086","JCP8151A_01131","JCP8151B_00382","JCP8481A_00843","JCP8522_00539","KA00225_00901","KA00735_00273","N101_00784","N144_00912","N160_00607","N165_00642","N72_00291","N95_00172","NR010_00481","NR038_00343","NR039_00992","PSS_7772B_00004","UGent_06.41_00814","UGent_09.07_00850","UGent_09.48_00963","UGent_18.01_00974","UGent_21.28_01007","UGent_25.49_01011","UMB0032B_00210","UMB0061_00210","UMB0143_00213","UMB0202_00675","UMB0233_00700","UMB0264_01021","UMB0386_00211","UMB0558_00997","UMB0662_00499","UMB0682_00115","UMB0736_00211","UMB0742_00186","UMB0768_00149","UMB0769_01037","UMB0770_00640","UMB0775_00599","UMB0830_01003","UMB0833_00971","UMB0913_00992","UMB1489_00976","UMB1642_00576","UMB1686_00098","UMB1698_00126","W11_00623"
"group_1132","","hypothetical protein","85","85","1","1","2823","","","","188","455","451","00703Bmash_00395","00703C2mash_00961","00703Dmash_00931","0288E_00946","101_00701","1400E_01326","1500E_01018","284V_00880","315-A_00455","3549624_00093","409-05_00822","41V_01210","5-1_00948","55152_00326","6119V5_01023","6420B_00086","75712_00743","AMD_00334","ATCC_14019_00882","CMW7778B_00303","DNF01149_00570","DNF01162_00604","FDAARGOS_568_01067","GED7275B_01174","GED7760B_00470","GH015_00176","GS_10234_00330","GS_9838-1_00549","GV37_00974","HMP9231_00662","JCP7275_00577","JCP7276_00297","JCP7659_00756","JCP7672_00565","JCP7719_00700","JCP8017A_00604","JCP8066_01100","JCP8070_00972","JCP8108_00445","JCP8151A_01075","JCP8151B_00421","JCP8481A_00853","JCP8522_00695","KA00225_01109","KA00735_00396","N101_00966","N144_00687","N160_00386","N165_00258","N72_00537","N95_00353","NR010_00287","NR038_00737","NR039_00754","PSS_7772B_00409","UGent_06.41_00615","UGent_09.07_00372","UGent_09.48_00767","UGent_18.01_00798","UGent_21.28_00787","UGent_25.49_00636","UMB0032B_00594","UMB0061_01049","UMB0143_00562","UMB0202_01050","UMB0233_01076","UMB0264_00825","UMB0386_00583","UMB0558_00809","UMB0662_00299","UMB0682_00356","UMB0736_00642","UMB0742_00383","UMB0768_00535","UMB0769_00829","UMB0770_01084","UMB0775_01025","UMB0830_00812","UMB0833_00025","UMB0913_00797","UMB1489_00780","UMB1642_00374","UMB1686_00338","UMB1698_00342","W11_00823"
"pgsA_2","","Phosphatidylinositol phosphate synthase","85","85","1","1","3402","","","","308","767","653","00703Bmash_00445","00703C2mash_00911","00703Dmash_00921","0288E_00975","101_00691","1400E_01297","1500E_01032","284V_00909","315-A_00484","3549624_00060","409-05_00812","41V_01180","5-1_00938","55152_00295","6119V5_01010","6420B_00784","75712_00772","AMD_00344","ATCC_14019_00853","CMW7778B_00270","DNF01149_00599","DNF01162_00614","FDAARGOS_568_01038","GED7275B_01124","GED7760B_00411","GH015_00205","GS_10234_00340","GS_9838-1_00539","GV37_00964","HMP9231_00691","JCP7275_00606","JCP7276_00326","JCP7659_00806","JCP7672_00536","JCP7719_00650","JCP8017A_00654","JCP8066_01049","JCP8070_00919","JCP8108_00090","JCP8151A_00176","JCP8151B_00595","JCP8481A_00862","JCP8522_00280","KA00225_01141","KA00735_00433","N101_01016","N144_00637","N160_00369","N165_00287","N72_00547","N95_00403","NR010_00274","NR038_00704","NR039_00786","PSS_7772B_00820","UGent_06.41_00605","UGent_09.07_00401","UGent_09.48_00757","UGent_18.01_00745","UGent_21.28_00736","UGent_25.49_00665","UMB0032B_00565","UMB0061_01020","UMB0143_00533","UMB0202_01021","UMB0233_01047","UMB0264_00815","UMB0386_00554","UMB0558_00759","UMB0662_00289","UMB0682_00366","UMB0736_00612","UMB0742_00393","UMB0768_00506","UMB0769_00819","UMB0770_01113","UMB0775_01054","UMB0830_00762","UMB0833_00075","UMB0913_00787","UMB1489_00770","UMB1642_00364","UMB1686_00353","UMB1698_00352","W11_00873"
"group_1140","","putative ketoamine kinase","85","85","1","1","3696","","","","803","866","817","00703Bmash_00582","00703C2mash_00786","00703Dmash_01016","0288E_00689","101_00782","1400E_00236","1500E_00288","284V_00122","315-A_00610","3549624_00468","409-05_00921","41V_00609","5-1_01043","55152_00942","6119V5_01107","6420B_00172","75712_00905","AMD_00442","ATCC_14019_00725","CMW7778B_00293","DNF01149_00370","DNF01162_00519","FDAARGOS_568_00904","GED7275B_00995","GED7760B_00301","GH015_00338","GS_10234_00244","GS_9838-1_00642","GV37_01061","HMP9231_00813","JCP7275_00079","JCP7276_00100","JCP7659_00014","JCP7672_00153","JCP7719_00134","JCP8017A_01262","JCP8066_00204","JCP8070_00106","JCP8108_00205","JCP8151A_00619","JCP8151B_00174","JCP8481A_00078","JCP8522_00763","KA00225_01119","KA00735_00406","N101_01138","N144_00501","N160_00466","N165_00418","N72_00452","N95_00532","NR010_00369","NR038_00107","NR039_00158","PSS_7772B_00371","UGent_06.41_00702","UGent_09.07_00544","UGent_09.48_00852","UGent_18.01_00623","UGent_21.28_00604","UGent_25.49_00801","UMB0032B_00418","UMB0061_00407","UMB0143_00407","UMB0202_00884","UMB0233_00898","UMB0264_00914","UMB0386_00420","UMB0558_00638","UMB0662_00384","UMB0682_00271","UMB0736_00486","UMB0742_00297","UMB0768_00358","UMB0769_00923","UMB0770_00860","UMB0775_00807","UMB0830_00637","UMB0833_00203","UMB0913_00882","UMB1489_00865","UMB1642_00459","UMB1686_00258","UMB1698_00246","W11_01007"
"ftsY","","Signal recognition particle receptor FtsY","85","85","1","1","4392","","","","1106","1478","1153","00703Bmash_00625","00703C2mash_00104","00703Dmash_00179","0288E_00215","101_00878","1400E_00162","1500E_00078","284V_01029","315-A_01161","3549624_01079","409-05_00073","41V_00519","5-1_00396","55152_00127","6119V5_00579","6420B_00804","75712_00197","AMD_01170","ATCC_14019_00094","CMW7778B_01091","DNF01149_00814","DNF01162_00094","FDAARGOS_568_00236","GED7275B_00658","GED7760B_00762","GH015_00858","GS_10234_01097","GS_9838-1_00093","GV37_00098","HMP9231_01339","JCP7275_00275","JCP7276_01134","JCP7659_00879","JCP7672_00362","JCP7719_00345","JCP8017A_00145","JCP8066_00324","JCP8070_00438","JCP8108_01192","JCP8151A_00291","JCP8151B_00738","JCP8481A_00601","JCP8522_00984","KA00225_00466","KA00735_00923","N101_00096","N144_01256","N160_01103","N165_00960","N72_01340","N95_00782","NR010_00974","NR038_01354","NR039_01287","PSS_7772B_00159","UGent_06.41_01097","UGent_09.07_00974","UGent_09.48_00090","UGent_18.01_00097","UGent_21.28_00095","UGent_25.49_00109","UMB0032B_01189","UMB0061_00827","UMB0143_00910","UMB0202_00352","UMB0233_00384","UMB0264_00095","UMB0386_01125","UMB0558_00095","UMB0662_00922","UMB0682_00760","UMB0736_01185","UMB0742_01065","UMB0768_01062","UMB0769_00092","UMB0770_00105","UMB0775_00108","UMB0830_00095","UMB0833_00541","UMB0913_00090","UMB1489_00091","UMB1642_00801","UMB1686_01011","UMB1698_00921","W11_00379"
"group_1143","","hypothetical protein","85","85","1","1","4485","","","","845","1967","1755","00703Bmash_00676","00703C2mash_00155","00703Dmash_00126","0288E_00273","101_00825","1400E_00102","1500E_00140","284V_00970","315-A_01221","3549624_01245","409-05_00019","41V_00897","5-1_00343","55152_00067","6119V5_00630","6420B_01072","75712_00137","AMD_00603","ATCC_14019_00155","CMW7778B_00760","DNF01149_00755","DNF01162_00042","FDAARGOS_568_00295","GED7275B_00607","GED7760B_00711","GH015_00917","GS_10234_01149","GS_9838-1_00040","GV37_00018","HMP9231_00028","JCP7275_00719","JCP7276_01038","JCP7659_01166","JCP7672_00421","JCP7719_00230","JCP8017A_01328","JCP8066_00047","JCP8070_00734","JCP8108_00922","JCP8151A_00343","JCP8151B_01236","JCP8481A_00034","JCP8522_00704","KA00225_00406","KA00735_00858","N101_00043","N144_01205","N160_01047","N165_01018","N72_00047","N95_00836","NR010_01027","NR038_01418","NR039_01220","PSS_7772B_00095","UGent_06.41_01043","UGent_09.07_01210","UGent_09.48_00037","UGent_18.01_00045","UGent_21.28_00042","UGent_25.49_00050","UMB0032B_01248","UMB0061_00886","UMB0143_00851","UMB0202_00412","UMB0233_00444","UMB0264_00042","UMB0386_01184","UMB0558_00044","UMB0662_00868","UMB0682_00706","UMB0736_01244","UMB0742_01118","UMB0768_01121","UMB0769_00039","UMB0770_00046","UMB0775_00049","UMB0830_00044","UMB0833_00490","UMB0913_00037","UMB1489_00037","UMB1642_00748","UMB1686_01063","UMB1698_00973","W11_00431"
"dapL","","LL-diaminopimelate aminotransferase","85","85","1","1","4610","","","","299","1595","1513","00703Bmash_00738","00703C2mash_01008","00703Dmash_00462","0288E_01191","101_01042","1400E_00514","1500E_01100","284V_00575","315-A_00258","3549624_01320","409-05_01277","41V_01309","5-1_01335","55152_01215","6119V5_00883","6420B_00011","75712_00021","AMD_01245","ATCC_14019_00228","CMW7778B_00022","DNF01149_01207","DNF01162_01209","FDAARGOS_568_00370","GED7275B_00523","GED7760B_00080","GH015_01026","GS_10234_01206","GS_9838-1_01195","GV37_01420","HMP9231_00101","JCP7275_00760","JCP7276_00496","JCP7659_00696","JCP7672_01030","JCP7719_01117","JCP8017A_00552","JCP8066_00015","JCP8070_00792","JCP8108_00875","JCP8151A_00782","JCP8151B_01166","JCP8481A_00496","JCP8522_00430","KA00225_00372","KA00735_00038","N101_01202","N144_01142","N160_00993","N165_01084","N72_00105","N95_01142","NR010_01238","NR038_01118","NR039_00304","PSS_7772B_00610","UGent_06.41_00992","UGent_09.07_01185","UGent_09.48_01096","UGent_18.01_01150","UGent_21.28_01230","UGent_25.49_01238","UMB0032B_01363","UMB0061_01251","UMB0143_01233","UMB0202_01238","UMB0233_01276","UMB0264_01159","UMB0386_01300","UMB0558_01224","UMB0662_01130","UMB0682_01163","UMB0736_01355","UMB0742_00011","UMB0768_01298","UMB0769_01184","UMB0770_01255","UMB0775_01327","UMB0830_01233","UMB0833_01273","UMB0913_01166","UMB1489_01149","UMB1642_01300","UMB1686_01114","UMB1698_01218","W11_01181"
"btuD_2","","Vitamin B12 import ATP-binding protein BtuD","85","85","1","1","4212","","","","845","845","845","00703Bmash_00835","00703C2mash_01216","00703Dmash_00262","0288E_00101","101_00959","1400E_00652","1500E_01213","284V_01127","315-A_00023","3549624_00981","409-05_00166","41V_00209","5-1_00489","55152_01035","6119V5_00196","6420B_00516","75712_00285","AMD_01082","ATCC_14019_01332","CMW7778B_01002","DNF01149_00908","DNF01162_00198","FDAARGOS_568_00141","GED7275B_00742","GED7760B_00840","GH015_00763","GS_10234_01003","GS_9838-1_00198","GV37_00192","HMP9231_00163","JCP7275_01034","JCP7276_01058","JCP7659_00470","JCP7672_01241","JCP7719_00896","JCP8017A_00766","JCP8066_00102","JCP8070_00525","JCP8108_00275","JCP8151A_00994","JCP8151B_00685","JCP8481A_00980","JCP8522_00624","KA00225_00575","KA00735_01008","N101_00177","N144_00055","N160_00879","N165_00868","N72_01237","N95_00685","NR010_00676","NR038_01250","NR039_01378","PSS_7772B_00771","UGent_06.41_01175","UGent_09.07_01068","UGent_09.48_00168","UGent_18.01_00180","UGent_21.28_00179","UGent_25.49_00209","UMB0032B_01100","UMB0061_00735","UMB0143_01009","UMB0202_00258","UMB0233_00292","UMB0264_00180","UMB0386_01029","UMB0558_00185","UMB0662_00822","UMB0682_00839","UMB0736_01082","UMB0742_00987","UMB0768_00962","UMB0769_00188","UMB0770_00195","UMB0775_00206","UMB0830_00187","UMB0833_00630","UMB0913_00167","UMB1489_00170","UMB1642_00905","UMB1686_00925","UMB1698_00822","W11_00295"
